cm Top_i (cm),age Top_i (yr BP),char Count_i (#),char Vol_i (cm3),char Con_i (# cm-3),char Acc_i (# cm-2 yr-1),charBkg (# cm-2 yr-1),char Peak (# cm-2 yr-1),thresh 1 (# cm-2 yr-1),thresh 2 (# cm-2 yr-1),thresh 3 (# cm-2 yr-1),thresh FinalPos (# cm-2 yr-1),thresh FinalNeg (# cm-2 yr-1),SNI (index),thresh GOF (p-val),peaks 1,peaks 2,peaks 3,peaks Final,peaks Insig.,peak Mag (# cm-2 peak-1),smPeak Frequ (peaks 1ka-1),smFRIs (yr fire-1),nFRIs (#),mFRI (yr fire-1),mFRI_uCI (yr fire-1),mFRI_lCI (yr fire-1),WBLb (yr),WBLb_uCI (yr),WBLb_lCI (yr),WBLc (unitless),WBLc_uCI (unitless),WBLc_lCI (unitless)
68.2969,3669,2.4,2,1.2,0.01875,0.065768,-0.047018,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.7159,170.9375,,,,,,,,,,
68.5313,3684,5.4,2,2.7,0.042188,0.067666,-0.025479,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.693,171.1365,,,,,,,,,,
68.7656,3699,11,2,5.5,0.085938,0.069384,0.016554,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.673,171.3356,,,,,,,,,,
69,3714,15,2,7.5,0.11029,0.070924,0.039371,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.6562,171.5346,,,,,,,,,,
69.2206,3729,21.0667,2,10.5333,0.16329,0.072296,0.090996,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,1,1,1,1,0,0.48887,5.643,171.7336,,,,,,,,,,
69.4531,3744,14,2,7,0.10938,0.073519,0.035856,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.6336,171.4241,,,,,,,,,,
69.6875,3759,11.2667,2,5.6333,0.084224,0.074616,0.0096077,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.6281,171.0782,,,,,,,,,,
69.9118,3774,11.6,2,5.8,0.088493,0.075614,0.012879,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.6267,170.7322,,,,,,,,,,
70.1406,3789,14.1333,2,7.0667,0.11042,0.076531,0.033886,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.6293,170.3863,,,,,,,,,,
70.375,3804,12.2667,2,6.1333,0.093203,0.077382,0.01582,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.636,170.0404,,,,,,,,,,
70.6029,3819,9.6667,2,4.8333,0.072559,0.078186,-0.0056266,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.6466,169.6945,,,,,,,,,,
70.8281,3834,10.0667,1.7333,5.3,0.081513,0.078958,0.0025557,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.661,169.3003,,,,,,,,,,
71.0588,3849,1.8667,1.1333,1.8,0.026691,0.079721,-0.05303,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.679,168.7732,,,,,,,,,,
71.2813,3864,1.5333,2,0.76667,0.011979,0.080509,-0.06853,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.7005,168.2461,,,,,,,,,,
71.5156,3879,9,2,4.5,0.070313,0.081352,-0.01104,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.7253,167.719,,,,,,,,,,
71.75,3894,24,2,12,0.17647,0.082288,0.094182,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.753,167.1919,,,,,,,,,,
71.9706,3909,23.1333,2,11.5667,0.17931,0.083349,0.095963,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.7832,166.6647,,,,,,,,,,
72.2031,3924,23.8,2,11.9,0.17719,0.084558,0.09263,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,1,1,1,0,1.8285,5.8157,166.1376,,,,,,,,,,
72.4265,3939,17.3333,2,8.6667,0.13276,0.085921,0.04684,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,1,0,0,0,0,0,5.8499,165.6007,,,,,,,,,,
72.6563,3954,14.6,2,7.3,0.11004,0.087423,0.022613,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.8855,165.0573,,,,,,,,,,
72.8824,3969,12.2,2,6.1,0.092322,0.089025,0.0032969,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.9221,164.5139,,,,,,,,,,
73.1094,3984,8.6,2,4.3,0.065607,0.090674,-0.025067,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.9591,163.9705,,,,,,,,,,
73.3382,3999,7.2,2,3.6,0.052941,0.092306,-0.039365,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.9964,163.4272,,,,,,,,,,
73.5588,4014,4.3333,2,2.1667,0.032128,0.093862,-0.061733,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.0338,162.8838,,,,,,,,,,
73.7813,4029,0.33333,2,0.16667,0.002594,0.095288,-0.092694,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.0711,162.3404,,,,,,,,,,
74.0147,4044,5,2,2.5,0.036765,0.096548,-0.059783,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.1084,161.5612,,,,,,,,,,
74.2353,4059,5.9333,2,2.9667,0.046172,0.097623,-0.05145,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.1454,160.7652,,,,,,,,,,
74.4688,4074,3.4,2,1.7,0.025208,0.098511,-0.073303,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.1825,159.9692,,,,,,,,,,
74.6912,4089,6.6667,2,3.3333,0.04902,0.09923,-0.050211,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.2196,159.1731,,,,,,,,,,
74.9118,4104,14,2,7,0.1068,0.099806,0.0069959,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.257,158.3771,,,,,,,,,,
75.1406,4119,21.2,2,10.6,0.16043,0.10026,0.060165,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.2952,157.5811,,,,,,,,,,
75.3676,4134,24.8,2,12.4,0.18235,0.10063,0.081726,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,1,0,0,0,6.3343,156.6966,,,,,,,,,,
75.5882,4149,23.0667,2,11.5333,0.17243,0.10092,0.071515,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,1,1,0,1,0,0.64928,6.3746,155.5686,,,,,,,,,,
75.8125,4164,14.2,2,7.1,0.10963,0.10115,0.0084818,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.4164,154.4407,,,,,,,,,,
76.0441,4179,10.8,2,5.4,0.079412,0.10132,-0.021903,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.4597,153.3127,,,,,,,,,,
76.2647,4194,8,2,4,0.058824,0.10138,-0.042561,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.5047,152.1847,,,,,,,,,,
76.4853,4209,28.5333,2,14.2667,0.2098,0.10131,0.10849,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.5512,151.0568,,,,,,,,,,
76.7059,4224,30,2,15,0.23162,0.10105,0.13057,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,1,1,1,0,1.9561,6.599,149.9288,,,,,,,,,,
76.9375,4239,19.7333,2,9.8667,0.14752,0.10057,0.046944,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,1,0,0,0,0,0,6.648,148.6887,,,,,,,,,,
77.1618,4254,7.6,2,3.8,0.055882,0.099895,-0.044013,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.6978,147.3738,,,,,,,,,,
77.3824,4269,13.6667,2,6.8333,0.10049,0.099047,0.0014432,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.748,146.059,,,,,,,,,,
77.6029,4284,28,2,14,0.20588,0.098074,0.10781,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.7981,144.7441,,,,,,,,,,
77.8235,4299,28.8,2,14.4,0.21176,0.097034,0.11473,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.8477,143.4293,,,,,,,,,,
78.0441,4314,23.6667,2,11.8333,0.17474,0.095985,0.078759,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,1,2.1434,6.8962,142.1144,,,,,,,,,,
78.2656,4329,19,2,9.5,0.14844,0.094977,0.053461,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.943,140.7995,,,,,,,,,,
78.5,4344,25,2,12.5,0.18382,0.094037,0.089787,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.9876,139.5073,,,,,,,,,,
78.7206,4359,25.8667,2,12.9333,0.1902,0.093167,0.097029,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,1,1,1,0,1.1201,7.0294,138.2167,,,,,,,,,,
78.9412,4374,19.4,2,9.7,0.14265,0.092349,0.050298,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,1,0,0,0,0,0,7.0678,136.9262,,,,,,,,,,
79.1618,4389,14.6,2,7.3,0.10735,0.091542,0.015811,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,7.1025,135.6356,,,,,,,,,,
79.3824,4404,13,2,6.5,0.095588,0.090693,0.0048953,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,7.1331,134.345,,,,,,,,,,
79.6029,4419,9.3333,2,4.6667,0.068627,0.089745,-0.021118,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,7.1593,133.0544,,,,,,,,,,
79.8235,4434,1.8,2,0.9,0.013235,0.088657,-0.075422,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,7.1808,131.8267,,,,,,,,,,
80.0441,4449,0.93333,2,0.46667,0.0068627,0.087407,-0.080545,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,7.1976,130.7719,,,,,,,,,,
80.2647,4464,0,2,0,0,0.086002,-0.086002,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,7.2094,129.7171,,,,,,,,,,
80.4853,4479,0,2,0,0,0.084469,-0.084469,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,7.2165,128.6623,,,,,,,,,,
80.7059,4494,0.8,2,0.4,0.0058824,0.082845,-0.076962,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,7.2188,127.6075,,,,,,,,,,
80.9265,4509,2.3333,2,1.1667,0.017157,0.081173,-0.064016,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,7.2166,126.5527,,,,,,,,,,
81.1471,4524,3,2.5333,1.2333,0.018137,0.079497,-0.06136,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,7.2101,125.4979,,,,,,,,,,
81.3676,4539,5,3,1.6667,0.02451,0.077859,-0.053349,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,7.1997,124.8209,,,,,,,,,,
81.5882,4554,9.0667,2.7333,3.5556,0.052288,0.07629,-0.024003,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,7.1856,124.3958,,,,,,,,,,
81.8088,4569,11.7333,2,5.8667,0.086275,0.074811,0.011464,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,7.1682,123.9708,,,,,,,,,,
82.0294,4584,10,2,5,0.073529,0.073419,0.00011088,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,7.1477,123.5457,,,,,,,,,,
82.25,4599,40,3,13.3333,0.19608,0.072095,0.12398,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,1,0,0,0,7.1243,123.1206,,,,,,,,,,
82.4706,4614,28.7333,3,9.5778,0.14085,0.070809,0.070041,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,1,1,0,1,0,1.2354,7.0983,122.6955,,,,,,,,,,
82.6912,4629,9.4,3,3.1333,0.046078,0.069538,-0.023459,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,7.0698,122.2704,,,,,,,,,,
82.9118,4644,1.8,3,0.6,0.0088235,0.068279,-0.059455,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,7.0388,122.4741,,,,,,,,,,
83.1324,4659,5.6667,3,1.8889,0.027778,0.06705,-0.039272,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,7.0055,122.7227,,,,,,,,,,
83.3529,4674,15,3,5,0.073529,0.065886,0.0076434,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.9699,122.9713,,,,,,,,,,
83.5735,4689,30.6,3,10.2,0.14833,0.064821,0.083512,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.9322,123.2198,,,,,,,,,,
83.7917,4704,61,3,20.3333,0.28241,0.063887,0.21852,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,1,1,1,1,0,2.9636,6.8925,123.4684,,,,,,,,,,
84,4719,10,3,3.3333,0.04902,0.063107,-0.014087,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.8508,123.717,,,,,,,,,,
84.2206,4734,34.2667,3,11.4222,0.16797,0.062495,0.10548,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.8073,124.1526,,,,,,,,,,
84.4412,4749,34.3333,3,11.4444,0.1683,0.062052,0.10625,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,1,1,1,0,1.5187,6.7621,125.1025,,,,,,,,,,
84.6618,4764,22.8,3,7.6,0.11176,0.06176,0.050005,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,1,0,0,0,0,0,6.7151,126.0524,,,,,,,,,,
84.8824,4779,17.8667,3,5.9556,0.087582,0.061589,0.025993,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.6664,127.0023,,,,,,,,,,
85.1029,4794,16.6667,2.6667,6.1111,0.088205,0.061501,0.026704,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.6159,127.9523,,,,,,,,,,
85.3194,4809,8.8,2.1333,4.3778,0.061279,0.061458,-0.00017838,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.5637,128.9022,,,,,,,,,,
85.5294,4824,1,3,0.33333,0.004902,0.061422,-0.05652,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.5098,129.8521,,,,,,,,,,
85.75,4839,11,3,3.6667,0.053922,0.06136,-0.0074382,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.4543,131.3676,,,,,,,,,,
85.9706,4854,11.8667,3,3.9556,0.05817,0.061246,-0.0030763,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.3973,133.2601,,,,,,,,,,
86.1912,4869,8.3333,3,2.7778,0.039185,0.061071,-0.021886,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.3389,135.1526,,,,,,,,,,
86.4028,4884,24.6,3,8.2,0.11746,0.060834,0.056628,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.2794,137.0452,,,,,,,,,,
86.6176,4899,34.4,3,11.4667,0.16863,0.060537,0.10809,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,1,1,1,0,0.74529,6.2188,138.9377,,,,,,,,,,
86.8382,4914,22.2667,3,7.4222,0.10915,0.060189,0.048962,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,1,0,0,0,0,0,6.1574,140.8302,,,,,,,,,,
87.0588,4929,18.6667,3,6.2222,0.090825,0.059807,0.031018,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,6.0953,142.7227,,,,,,,,,,
87.2778,4944,62,3,20.6667,0.28704,0.059403,0.22763,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,1,1,1,1,0,2.5384,6.0325,145.6672,,,,,,,,,,
87.4861,4959,12.5333,3,4.1778,0.06121,0.058975,0.0022353,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.9691,148.6869,,,,,,,,,,
87.7059,4974,3.4,3,1.1333,0.016667,0.058517,-0.04185,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.905,151.7065,,,,,,,,,,
87.9265,4989,2,3,0.66667,0.0094408,0.058016,-0.048575,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.84,154.7262,,,,,,,,,,
88.1389,5004,1.0667,3,0.35556,0.0050738,0.057463,-0.052389,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.774,157.7458,,,,,,,,,,
88.3529,5019,0.66667,2.6667,0.33333,0.004902,0.05685,-0.051948,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.7066,160.7654,,,,,,,,,,
88.5735,5034,2.4,2.2,1.0667,0.015512,0.056172,-0.04066,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.6377,164.529,,,,,,,,,,
88.7917,5049,4,3,1.3333,0.018519,0.055432,-0.036913,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.567,170.3384,,,,,,,,,,
89,5064,7,2,3.5,0.051471,0.054637,-0.0031661,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.4943,176.1479,,,,,,,,,,
89.2206,5079,0.93333,2.8667,0.46667,0.0065323,0.053802,-0.04727,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.4194,181.9573,,,,,,,,,,
89.4306,5094,13.3333,3,4.4444,0.064149,0.052949,0.0112,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.342,187.7667,,,,,,,,,,
89.6471,5109,15.2,3,5.0667,0.07451,0.052099,0.022411,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.2621,193.5761,,,,,,,,,,
89.8676,5124,13.4,3,4.4667,0.064227,0.051275,0.012952,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.1795,199.3855,,,,,,,,,,
90.0833,5139,15.4,3,5.1333,0.072135,0.050497,0.021638,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.0941,205.5109,,,,,,,,,,
90.2941,5154,9.4,3,3.1333,0.045908,0.049781,-0.0038729,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,5.0062,211.8469,,,,,,,,,,
90.5139,5169,15,3,5,0.069444,0.04913,0.020315,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,4.9158,218.1828,,,,,,,,,,
90.7222,5184,8.9333,3,2.9778,0.043466,0.048543,-0.0050767,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,4.823,224.5188,,,,,,,,,,
90.9412,5199,4.3333,3,1.4444,0.021242,0.048016,-0.026774,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,4.7282,230.8548,,,,,,,,,,
91.1618,5214,4.8,3,1.6,0.022745,0.047541,-0.024796,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,4.6314,237.1908,,,,,,,,,,
91.375,5229,9.2,3,3.0667,0.043595,0.047108,-0.0035136,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,4.5331,243.5268,,,,,,,,,,
91.5882,5244,14.8,3,4.9333,0.071474,0.046704,0.02477,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,4.4335,249.9839,,,,,,,,,,
91.8056,5259,15.9333,3,5.3111,0.074055,0.046317,0.027738,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,4.3331,256.4496,,,,,,,,,,
92.0147,5274,1,3,0.33333,0.004902,0.045944,-0.041042,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,4.2321,262.9153,,,,,,,,,,
92.2353,5289,3.8,3,1.2667,0.017662,0.045595,-0.027934,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,4.1308,269.381,,,,,,,,,,
92.4444,5304,9.1333,3,3.0444,0.044108,0.045284,-0.0011756,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,4.0295,275.8468,,,,,,,,,,
92.6618,5319,25.4,3,8.4667,0.12036,0.045023,0.075336,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,3.9284,282.3125,,,,,,,,,,
92.875,5334,31,3,10.3333,0.1469,0.044824,0.10207,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,1,1,1,0,0.96958,3.8277,288.8332,,,,,,,,,,
93.0882,5349,20.7333,3,6.9111,0.10013,0.044689,0.055439,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,1,0,0,0,0,0,3.7276,295.5048,,,,,,,,,,
93.3056,5364,9.6,3,3.2,0.044619,0.044613,5.4072e-06,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,3.6283,302.1765,,,,,,,,,,
93.5147,5379,18,3,6,0.088235,0.044571,0.043664,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,3.5299,308.8482,,,,,,,,,,
93.7353,5394,18,3,6,0.08366,0.044518,0.039142,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,1,0,0,0,0,0,3.4325,315.5199,,,,,,,,,,
93.9444,5409,9.9333,3,3.3111,0.047971,0.044415,0.0035563,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,3.3361,322.1916,,,,,,,,,,
94.1618,5424,2.8,3,0.93333,0.013268,0.044227,-0.030959,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,3.2409,328.8633,,,,,,,,,,
94.375,5439,0,3,0,0,0.043927,-0.043927,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,3.1469,331.8302,,,,,,,,,,
94.5882,5454,0.53333,3,0.17778,0.0025756,0.043495,-0.040919,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,3.0544,332.3272,,,,,,,,,,
94.8056,5469,2,3,0.66667,0.0092956,0.042922,-0.033626,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,2.9637,332.8243,,,,,,,,,,
95.0147,5484,2,3,0.66667,0.0098039,0.042212,-0.032408,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,2.8751,333.3213,,,,,,,,,,
95.2353,5499,1.0667,3,0.35556,0.0049576,0.04138,-0.036423,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,2.789,333.8184,,,,,,,,,,
95.4444,5514,1,3,0.33333,0.0048293,0.04045,-0.035621,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,2.7057,334.3155,,,,,,,,,,
95.6618,5529,13.6,3,4.5333,0.064444,0.039446,0.024999,0.038448,0.058405,0.081212,0.058405,-0.096303,4.7578,-999,0,0,0,0,0,0,2.6257,334.8125,,,,,,,,,,
